0.00000e+00 0.00000e+00 0.00000e+00 
0.00000e+00 1.00000e-01 0.00000e+00 
0.00000e+00 2.00000e-01 0.00000e+00 
0.00000e+00 3.00000e-01 0.00000e+00 
0.00000e+00 4.00000e-01 0.00000e+00 
0.00000e+00 5.00000e-01 0.00000e+00 
0.00000e+00 6.00000e-01 0.00000e+00 
0.00000e+00 7.00000e-01 0.00000e+00 
0.00000e+00 8.00000e-01 0.00000e+00 
0.00000e+00 9.00000e-01 0.00000e+00 
0.00000e+00 1.00000e+00 0.00000e+00 

1.00000e-01 0.00000e+00 0.00000e+00 
1.00000e-01 1.00000e-01 3.23118e-08 
1.00000e-01 2.00000e-01 6.14608e-08 
1.00000e-01 3.00000e-01 8.45935e-08 
1.00000e-01 4.00000e-01 9.94456e-08 
1.00000e-01 5.00000e-01 1.04563e-07 
1.00000e-01 6.00000e-01 9.94456e-08 
1.00000e-01 7.00000e-01 8.45935e-08 
1.00000e-01 8.00000e-01 6.14608e-08 
1.00000e-01 9.00000e-01 3.23118e-08 
1.00000e-01 1.00000e+00 0.00000e+00 

2.00000e-01 0.00000e+00 0.00000e+00 
2.00000e-01 1.00000e-01 6.14608e-08 
2.00000e-01 2.00000e-01 1.16905e-07 
2.00000e-01 3.00000e-01 1.60906e-07 
2.00000e-01 4.00000e-01 1.89157e-07 
2.00000e-01 5.00000e-01 1.98891e-07 
2.00000e-01 6.00000e-01 1.89157e-07 
2.00000e-01 7.00000e-01 1.60906e-07 
2.00000e-01 8.00000e-01 1.16905e-07 
2.00000e-01 9.00000e-01 6.14608e-08 
2.00000e-01 1.00000e+00 0.00000e+00 

3.00000e-01 0.00000e+00 0.00000e+00 
3.00000e-01 1.00000e-01 8.45935e-08 
3.00000e-01 2.00000e-01 1.60906e-07 
3.00000e-01 3.00000e-01 2.21469e-07 
3.00000e-01 4.00000e-01 2.60352e-07 
3.00000e-01 5.00000e-01 2.73750e-07 
3.00000e-01 6.00000e-01 2.60352e-07 
3.00000e-01 7.00000e-01 2.21469e-07 
3.00000e-01 8.00000e-01 1.60906e-07 
3.00000e-01 9.00000e-01 8.45935e-08 
3.00000e-01 1.00000e+00 0.00000e+00 

4.00000e-01 0.00000e+00 0.00000e+00 
4.00000e-01 1.00000e-01 9.94456e-08 
4.00000e-01 2.00000e-01 1.89157e-07 
4.00000e-01 3.00000e-01 2.60352e-07 
4.00000e-01 4.00000e-01 3.06062e-07 
4.00000e-01 5.00000e-01 3.21813e-07 
4.00000e-01 6.00000e-01 3.06062e-07 
4.00000e-01 7.00000e-01 2.60352e-07 
4.00000e-01 8.00000e-01 1.89157e-07 
4.00000e-01 9.00000e-01 9.94456e-08 
4.00000e-01 1.00000e+00 0.00000e+00 

5.00000e-01 0.00000e+00 0.00000e+00 
5.00000e-01 1.00000e-01 1.04563e-07 
5.00000e-01 2.00000e-01 1.98891e-07 
5.00000e-01 3.00000e-01 2.73750e-07 
5.00000e-01 4.00000e-01 3.21813e-07 
5.00000e-01 5.00000e-01 3.38374e-07 
5.00000e-01 6.00000e-01 3.21813e-07 
5.00000e-01 7.00000e-01 2.73750e-07 
5.00000e-01 8.00000e-01 1.98891e-07 
5.00000e-01 9.00000e-01 1.04563e-07 
5.00000e-01 1.00000e+00 0.00000e+00 

6.00000e-01 0.00000e+00 0.00000e+00 
6.00000e-01 1.00000e-01 9.94456e-08 
6.00000e-01 2.00000e-01 1.89157e-07 
6.00000e-01 3.00000e-01 2.60352e-07 
6.00000e-01 4.00000e-01 3.06062e-07 
6.00000e-01 5.00000e-01 3.21813e-07 
6.00000e-01 6.00000e-01 3.06062e-07 
6.00000e-01 7.00000e-01 2.60352e-07 
6.00000e-01 8.00000e-01 1.89157e-07 
6.00000e-01 9.00000e-01 9.94456e-08 
6.00000e-01 1.00000e+00 0.00000e+00 

7.00000e-01 0.00000e+00 0.00000e+00 
7.00000e-01 1.00000e-01 8.45935e-08 
7.00000e-01 2.00000e-01 1.60906e-07 
7.00000e-01 3.00000e-01 2.21469e-07 
7.00000e-01 4.00000e-01 2.60352e-07 
7.00000e-01 5.00000e-01 2.73750e-07 
7.00000e-01 6.00000e-01 2.60352e-07 
7.00000e-01 7.00000e-01 2.21469e-07 
7.00000e-01 8.00000e-01 1.60906e-07 
7.00000e-01 9.00000e-01 8.45935e-08 
7.00000e-01 1.00000e+00 0.00000e+00 

8.00000e-01 0.00000e+00 0.00000e+00 
8.00000e-01 1.00000e-01 6.14608e-08 
8.00000e-01 2.00000e-01 1.16905e-07 
8.00000e-01 3.00000e-01 1.60906e-07 
8.00000e-01 4.00000e-01 1.89157e-07 
8.00000e-01 5.00000e-01 1.98891e-07 
8.00000e-01 6.00000e-01 1.89157e-07 
8.00000e-01 7.00000e-01 1.60906e-07 
8.00000e-01 8.00000e-01 1.16905e-07 
8.00000e-01 9.00000e-01 6.14608e-08 
8.00000e-01 1.00000e+00 0.00000e+00 

9.00000e-01 0.00000e+00 0.00000e+00 
9.00000e-01 1.00000e-01 3.23118e-08 
9.00000e-01 2.00000e-01 6.14608e-08 
9.00000e-01 3.00000e-01 8.45935e-08 
9.00000e-01 4.00000e-01 9.94456e-08 
9.00000e-01 5.00000e-01 1.04563e-07 
9.00000e-01 6.00000e-01 9.94456e-08 
9.00000e-01 7.00000e-01 8.45935e-08 
9.00000e-01 8.00000e-01 6.14608e-08 
9.00000e-01 9.00000e-01 3.23118e-08 
9.00000e-01 1.00000e+00 0.00000e+00 

1.00000e+00 0.00000e+00 0.00000e+00 
1.00000e+00 1.00000e-01 0.00000e+00 
1.00000e+00 2.00000e-01 0.00000e+00 
1.00000e+00 3.00000e-01 0.00000e+00 
1.00000e+00 4.00000e-01 0.00000e+00 
1.00000e+00 5.00000e-01 0.00000e+00 
1.00000e+00 6.00000e-01 0.00000e+00 
1.00000e+00 7.00000e-01 0.00000e+00 
1.00000e+00 8.00000e-01 0.00000e+00 
1.00000e+00 9.00000e-01 0.00000e+00 
1.00000e+00 1.00000e+00 0.00000e+00 

